Crop,Geolocation,2013 Quarter1,2013 Quarter2,2013 Semester1,2013 Quarter3,2013 Quarter4,2013 Semester2,2013 Annual,2014 Quarter1,2014 Quarter2,2014 Semester1,2014 Quarter3,2014 Quarter4,2014 Semester2,2014 Annual,2015 Quarter1,2015 Quarter2,2015 Semester1,2015 Quarter3,2015 Quarter4,2015 Semester2,2015 Annual,2016 Quarter1,2016 Quarter2,2016 Semester1,2016 Quarter3,2016 Quarter4,2016 Semester2,2016 Annual,2017 Quarter1,2017 Quarter2,2017 Semester1,2017 Quarter3,2017 Quarter4,2017 Semester2,2017 Annual,2018 Quarter1,2018 Quarter2,2018 Semester1,2018 Quarter3,2018 Quarter4,2018 Semester2,2018 Annual,2019 Quarter1,2019 Quarter2,2019 Semester1,2019 Quarter3,2019 Quarter4,2019 Semester2,2019 Annual,2020 Quarter1,2020 Quarter2,2020 Semester1,2020 Quarter3,2020 Quarter4,2020 Semester2,2020 Annual,2021 Quarter1,2021 Quarter2,2021 Semester1,2021 Quarter3,2021 Quarter4,2021 Semester2,2021 Annual,2022 Quarter1,2022 Quarter2,2022 Semester1,2022 Quarter3,2022 Quarter4,2022 Semester2,2022 Annual,2023 Quarter1,2023 Quarter2,2023 Semester1,2023 Quarter3,2023 Quarter4,2023 Semester2,2023 Annual
Banana Lakatan,..REGION III (CENTRAL LUZON),3211.03,4451.44,7662.47,2397.88,3108.72,5506.6,13169.07,3047.51,4442.83,7490.34,2493.2,3459.03,5952.23,13442.57,3264.06,4554.19,7818.25,2874.12,3281.85,6155.97,13974.22,2762.8,4195.25,6958.05,2738.86,3247.59,5986.45,12944.5,2837.34,4225.31,7062.65,2854.13,3305.07,6159.2,13221.85,2899.27,4258.68,7157.95,2818.48,3126.76,5945.24,13103.19,2978.76,4059.63,7038.39,2594.32,2656.68,5251.0,12289.39,2390.78,3437.74,5828.52,2591.41,2466.37,5057.78,10886.3,2354.03,3296.47,5650.5,2490.27,2307.56,4797.83,10448.33,2026.18,3138.66,5164.84,2521.03,2343.62,4864.65,10029.49,1967.52,3087.74,5055.26,2355.65,2112.99,4468.64,9523.9
Banana Lakatan,..REGION IV-A (CALABARZON),1280.86,3142.59,4423.45,3120.09,928.24,4048.33,8471.78,1194.89,3049.61,4244.5,2824.08,386.1,3210.18,7454.68,571.88,2327.35,2899.23,2951.64,484.49,3436.13,6335.36,1054.01,2204.26,3258.27,3087.28,501.42,3588.7,6846.97,1060.08,2185.77,3245.85,3416.88,469.59,3886.46,7132.31,984.4,2163.09,3147.49,3568.32,486.47,4054.79,7202.28,939.45,1905.68,2845.13,3354.98,529.58,3884.56,6729.69,805.3,1669.91,2475.22,3239.13,441.42,3680.55,6155.77,731.69,1737.43,2469.11,3161.15,484.99,3646.14,6115.26,906.3,1931.74,2838.04,3540.61,474.46,4015.07,6853.11,872.34,1781.83,2654.17,3847.48,507.38,4354.86,7009.03
Banana Lakatan,..MIMAROPA REGION,5315.64,7789.37,13105.01,9494.59,6576.7,16071.29,29176.3,4275.67,7370.67,11646.34,9921.68,6997.06,16918.74,28565.08,4417.65,8697.35,13115.0,10337.94,7664.65,18002.59,31117.59,2163.8,3267.97,5431.77,4882.34,4188.79,9071.13,14502.9,1992.95,2924.05,4917.0,4310.74,4474.96,8785.7,13702.7,2074.94,3079.05,5153.99,5080.51,5627.3,10707.81,15861.8,2069.28,3023.06,5092.34,5969.87,5884.86,11854.73,16947.07,1424.94,1828.17,3253.11,3312.75,2349.33,5662.08,8915.19,1659.88,1854.47,3514.35,4258.34,2334.94,6593.28,10107.63,898.56,1631.26,2529.82,7276.26,1830.51,9106.77,11636.59,945.09,1992.63,2937.72,7761.23,1429.1,9190.34,12128.06
Banana Lakatan,..REGION V (BICOL REGION),785.47,1133.61,1919.08,1266.58,741.22,2007.8,3926.88,790.01,1154.82,1944.83,1045.07,654.15,1699.22,3644.05,705.67,1116.07,1821.74,1141.36,708.84,1850.2,3671.94,701.11,1028.91,1730.02,1200.8,708.53,1909.33,3639.35,581.44,828.29,1409.73,1180.46,682.26,1862.72,3272.45,549.74,919.98,1469.72,1394.72,716.58,2111.3,3581.02,527.82,819.46,1347.28,1494.17,715.71,2209.88,3557.16,370.9,717.99,1088.89,1526.75,595.5,2122.25,3211.14,178.51,478.43,656.94,943.43,637.63,1581.06,2238.0,230.25,697.21,927.46,1379.7,650.8,2030.5,2957.96,144.53,808.86,953.39,874.37,629.61,1503.97,2457.36
Banana Lakatan,..REGION VI (WESTERN VISAYAS),5860.63,4019.63,9880.26,3123.74,6692.11,9815.85,19696.11,4059.07,3361.5,7420.57,2848.71,6974.76,9823.47,17244.04,4550.65,3701.37,8252.02,3063.2,7172.84,10236.04,18488.06,4709.39,3769.3,8478.69,3218.31,7444.54,10662.85,19141.54,4865.91,4008.9,8874.81,3309.77,7564.39,10874.16,19748.97,4991.34,4134.17,9125.51,3389.57,7927.59,11317.16,20442.67,5157.76,4227.76,9385.52,3604.73,8222.88,11827.61,21213.13,5281.71,4581.51,9863.22,3778.27,9154.85,12933.12,22796.34,5534.19,5032.05,10566.24,4082.15,9430.07,13512.23,24078.46,5678.05,5376.19,11054.23,4207.86,8503.94,12711.8,23766.03,5660.34,5479.25,11139.59,3972.98,7978.05,11951.03,23090.62
Banana Lakatan,..REGION VII (CENTRAL VISAYAS),4939.2,4636.29,9575.49,4064.34,3870.78,7935.12,17510.61,4933.01,4708.0,9641.01,3758.08,4471.4,8229.48,17870.49,5006.41,4746.87,9753.28,4050.89,4972.8,9023.69,18776.97,5230.08,3511.08,8741.16,3281.4,5738.91,9020.31,17761.47,5689.63,3916.39,9606.02,3706.94,5917.27,9624.21,19230.23,5676.39,3829.85,9506.24,3741.01,5827.55,9568.56,19074.8,5423.94,3507.18,8931.12,3215.05,5378.48,8593.53,17524.65,5083.48,3420.56,8504.04,3414.88,6016.22,9431.1,17935.14,5251.37,3503.19,8754.56,3625.94,5751.24,9377.18,18131.74,2384.89,2262.59,4647.48,2944.22,6572.54,9516.76,14164.24,4249.8,3165.75,7415.55,3934.02,7101.2,11035.22,18450.77
Banana Lakatan,..REGION VIII (EASTERN VISAYAS),4013.43,5265.25,9278.68,3218.25,2125.02,5343.27,14621.95,3140.61,4658.26,7798.87,2871.48,1924.94,4796.42,12595.29,3198.14,4447.59,7645.73,2877.67,2068.75,4946.42,12592.15,2879.55,3778.49,6658.04,2932.39,2129.71,5062.11,11720.14,2912.22,3738.58,6650.8,2983.1,2105.8,5088.91,11739.71,2872.22,3591.76,6463.98,2939.11,2053.97,4993.08,11457.06,2685.77,3536.78,6222.55,3052.44,2021.86,5074.3,11296.85,2584.46,3438.42,6022.88,3031.06,2078.68,5109.73,11132.61,2757.49,3451.92,6209.4,3194.13,2027.08,5221.21,11430.61,2716.74,3536.44,6253.18,3190.06,2142.71,5332.77,11585.95,3017.6,3889.26,6906.86,3389.53,2266.72,5656.25,12563.11
Banana Lakatan,..REGION IX (ZAMBOANGA PENINSULA),7927.45,14056.53,21983.98,13509.21,20250.53,33759.74,55743.73,8567.7,18100.32,26668.02,14494.92,20558.88,35053.8,61721.82,8794.61,18343.71,27138.32,15605.25,21012.69,36617.94,63756.26,8469.68,17258.44,25728.13,15310.95,20870.57,36181.53,61909.66,8271.99,17524.95,25796.94,16058.79,20225.72,36284.51,62081.45,8321.16,17667.82,25988.98,16658.05,19692.17,36350.22,62339.2,8084.41,17080.51,25164.92,17689.0,19989.12,37678.12,62843.04,7971.96,16336.29,24308.25,18801.26,21710.93,40512.19,64820.44,8036.63,17880.51,25917.14,19888.12,22459.01,42347.13,68264.27,9414.08,18712.26,28126.34,19365.51,23278.33,42643.84,70770.18,8426.13,20254.92,28681.04,18300.76,21640.93,39941.69,68622.74
Banana Lakatan,..REGION X (NORTHERN MINDANAO),48253.0,41416.99,89669.99,46297.02,31345.6,77642.62,167312.61,48476.05,42774.59,91250.64,46484.1,31163.45,77647.55,168898.19,48490.91,41317.5,89808.41,47356.65,31102.15,78458.8,168267.21,48763.67,40213.25,88976.92,47573.41,31839.24,79412.65,168389.57,48505.49,41289.72,89795.21,47726.35,32217.46,79943.81,169739.02,49036.49,41643.04,90679.53,48231.41,32628.4,80859.81,171539.34,49495.53,40291.97,89787.5,48991.89,33966.2,82958.09,172745.59,49588.49,41838.83,91427.32,50607.18,35097.16,85704.34,177131.66,51233.95,45764.77,96998.72,52120.69,35202.34,87323.03,184321.75,51721.77,47515.29,99237.06,51217.73,37650.77,88868.5,188105.56,54872.5,43695.57,98568.07,50581.87,36236.36,86818.23,185386.3
Banana Lakatan,..REGION XI (DAVAO REGION),37274.43,58251.22,95525.65,55272.22,53101.57,108373.79,203899.44,41578.64,61152.62,102731.26,59933.51,56125.93,116059.44,218790.7,42995.97,61996.02,104991.99,62472.97,57730.64,120203.61,225195.6,39910.94,61334.36,101245.3,62425.72,59104.52,121530.24,222775.54,40851.77,61914.99,102766.76,63134.35,59640.75,122775.1,225541.86,43603.85,59145.61,102749.46,65270.2,59016.91,124287.11,227036.57,42227.17,51470.35,93697.52,63397.97,59490.6,122888.57,216586.09,42826.93,51532.57,94359.5,64857.3,60907.72,125765.02,220124.52,45148.56,53589.46,98738.02,66817.59,61535.15,128352.74,227090.76,43788.84,52310.22,96099.06,67441.16,61182.59,128623.75,224722.8,42727.25,51625.2,94352.44,66581.34,60096.87,126678.21,221030.65
Banana Lakatan,..REGION XII (SOCCSKSARGEN),48282.3,62142.27,110424.57,66410.08,52488.86,118898.94,229323.51,47258.19,61923.45,109181.64,66561.65,55085.08,121646.73,230828.37,45970.88,54199.7,100170.58,67742.36,55614.07,123356.43,223527.01,33581.15,34724.09,68305.24,50167.82,55502.03,105669.85,173975.09,33695.08,39069.39,72764.47,53050.72,54939.7,107990.42,180754.89,33206.13,40090.73,73296.86,54361.5,56491.82,110853.32,184150.19,31285.06,38595.72,69880.78,52187.25,55338.54,107525.79,177406.57,30957.12,37804.43,68761.55,53942.16,59818.55,113760.71,182522.26,31928.82,47686.31,79615.13,54845.89,61700.23,116546.11,196161.25,32946.72,49778.27,82724.99,54123.75,60419.17,114542.92,197267.91,32902.53,48620.96,81523.49,52565.1,58250.69,110815.79,192339.28
Banana Lakatan,..REGION XIII (CARAGA),3539.3,4978.5,8517.8,5618.92,4146.3,9765.22,18283.02,3602.74,5515.81,9118.55,6271.34,4707.72,10979.06,20097.61,3322.7,5342.66,8665.36,6100.62,4726.98,10827.6,19492.97,3800.69,5792.91,9593.6,7042.69,5198.41,12241.1,21834.7,3875.35,5931.91,9807.26,7239.96,4853.17,12093.13,21900.39,4277.53,6012.47,10290.0,6915.57,4628.6,11544.17,21834.17,3995.3,5268.55,9263.85,6726.46,5263.18,11989.64,21253.49,4122.78,5478.66,9601.44,7807.33,5175.37,12982.7,22584.14,4168.81,5463.77,9632.58,7498.88,6255.83,13754.71,23387.29,3789.29,5466.08,9255.37,8459.88,5854.49,14314.37,23569.74,3848.73,4521.48,8370.21,4680.76,5820.95,10501.72,18871.93
Banana Lakatan,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),27666.83,24645.89,52312.72,23197.15,26932.8,50129.95,102442.67,29108.05,25871.75,54979.8,25020.6,29405.0,54425.6,109405.4,29775.4,25249.89,55025.29,30230.64,37848.93,68079.57,123104.86,29601.0,25240.8,54841.8,30592.81,38336.67,68929.48,123771.28,29934.29,25367.63,55301.92,30797.95,43986.0,74783.95,130085.87,30316.39,27990.5,58306.89,33269.23,44470.0,77739.23,136046.12,30405.12,28384.46,58789.58,33397.05,46317.15,79714.2,138503.78,30759.05,28703.1,59462.15,34889.92,48054.81,82944.73,142406.88,31634.68,29066.06,60700.74,35365.38,48430.59,83795.97,144496.71,32112.35,29387.83,61500.18,35671.89,48469.39,84141.28,145641.46,32097.48,22245.24,54342.72,35720.88,48754.06,84474.94,138817.66
Banana Latundan,PHILIPPINES,2014807.92,2272484.45,4287292.37,2173964.99,2185159.24,4359124.23,8646416.59,2053417.21,2303481.91,4356899.12,2271141.69,2256816.58,4527958.27,8884857.39,2136397.76,2299720.76,4436118.52,2348490.51,2299320.0,4647810.51,9083929.03,2048132.9,2215370.09,4263503.0,2304240.27,2335940.87,4640181.14,8903684.14,2100630.48,2272835.64,4373466.12,2383720.94,2409147.25,4792868.19,9166334.31,138837.82,153299.98,292137.8,161876.31,167295.09,329171.4,621309.21,134291.41,138907.27,273198.68,158121.78,163949.32,322071.1,595269.78,132074.56,142145.38,274219.93,157475.27,164361.36,321836.62,596056.56,135224.23,144765.19,279989.41,159573.06,165978.26,325551.32,605540.73,124769.69,141132.62,265902.32,163004.76,162367.08,325371.84,591274.16,126583.42,145648.85,272232.27,164430.55,156766.3,321196.85,593429.12
Banana Latundan,..CORDILLERA ADMINISTRATIVE REGION (CAR),1594.55,1904.82,3499.37,1717.0,800.8,2517.8,6017.17,1231.85,1784.91,3016.76,2111.75,779.59,2891.34,5908.1,1300.77,1932.39,3233.15,2028.28,737.1,2765.38,5998.53,1299.92,2006.48,3306.4,2303.76,429.6,2733.36,6039.75,918.87,617.12,1535.99,2339.77,489.67,2829.44,4365.43,1100.34,798.73,1899.07,2332.84,384.33,2717.17,4616.24,666.62,410.65,1077.26,2208.98,416.25,2625.23,3702.49,827.6,569.62,1397.22,2881.54,418.86,3300.4,4697.62,882.86,576.66,1459.52,3058.55,525.24,3583.79,5043.31,911.33,643.15,1554.48,3102.92,539.2,3642.12,5196.6,967.92,555.21,1523.13,2904.89,517.97,3422.86,4945.99
Banana Latundan,..REGION I (ILOCOS REGION),5521.71,2833.79,8355.5,2485.64,4754.14,7239.78,15595.28,5421.19,2949.91,8371.1,2495.29,4810.18,7305.47,15676.57,5614.4,3008.7,8623.1,2503.19,4387.18,6890.37,15513.47,5394.17,2773.35,8167.52,2604.18,4139.47,6743.65,14911.17,4959.68,2861.39,7821.06,2724.22,4502.35,7226.57,15047.63,5266.56,2995.23,8261.79,2790.91,3802.14,6593.05,14854.84,4993.46,3000.16,7993.62,2757.14,3945.52,6702.66,14696.28,5126.16,3124.51,8250.67,2876.04,4087.62,6963.66,15214.33,5333.12,3206.62,8539.74,3053.12,3889.66,6942.77,15482.52,5684.32,3425.06,9109.38,3188.51,3975.17,7163.68,16273.06,6043.13,3588.47,9631.6,3029.03,3467.95,6496.98,16128.58
Banana Latundan,..REGION II (CAGAYAN VALLEY),8134.01,29714.46,37848.47,10232.12,5536.44,15768.56,53617.02,7253.44,28264.31,35517.75,10693.72,6610.34,17304.06,52821.81,7975.76,29379.0,37354.77,10615.21,5557.22,16172.43,53527.2,6302.25,29791.4,36093.65,10977.09,4685.15,15662.24,51755.89,3528.48,21991.63,25520.11,9751.34,5533.04,15284.38,40804.49,4373.83,30221.5,34595.33,10736.2,3088.19,13824.39,48419.72,2933.9,24393.16,27327.06,9852.42,3146.31,12998.74,40325.79,3499.69,27581.27,31080.96,11084.61,3233.51,14318.12,45399.08,3498.5,27688.39,31186.89,11505.78,3605.09,15110.87,46297.75,3659.39,27585.92,31245.31,11735.46,3885.43,15620.89,46866.2,3848.93,30380.93,34229.86,11586.45,3909.73,15496.18,49726.04
Banana Latundan,..REGION III (CENTRAL LUZON),2138.3,3305.43,5443.73,1920.85,2274.93,4195.78,9639.51,1971.62,3076.78,5048.4,2001.35,2460.35,4461.7,9510.1,2042.73,3134.38,5177.11,2308.67,2158.81,4467.48,9644.59,1727.54,2470.19,4197.73,2160.34,2230.45,4390.79,8588.52,1669.93,2584.45,4254.38,2145.98,2324.79,4470.77,8725.15,1765.32,2699.72,4465.04,2176.56,2493.87,4670.43,9135.47,1950.55,2770.86,4721.41,2449.82,2696.13,5145.95,9867.35,2471.28,3033.83,5505.11,2497.7,2544.75,5042.45,10547.56,2422.56,2870.72,5293.28,2253.27,2333.17,4586.44,9879.72,2996.17,3106.97,6103.14,2466.04,2103.13,4569.17,10672.31,2677.57,3241.36,5918.93,2299.64,2156.25,4455.89,10374.82
Banana Latundan,..REGION IV-A (CALABARZON),2888.25,8225.66,11113.91,7577.28,4299.35,11876.63,22990.54,2672.15,8275.91,10948.06,6816.62,3359.84,10176.46,21124.52,2095.81,6773.2,8869.01,7144.42,4523.6,11668.02,20537.03,2515.68,7759.57,10275.25,8235.52,4793.55,13029.08,23304.32,2013.51,7849.87,9863.38,8975.41,5108.06,14083.47,23946.85,1921.88,7817.17,9739.05,9004.15,5866.99,14871.14,24610.19,2001.75,8183.05,10184.8,7799.79,5646.27,13446.06,23630.87,1441.09,7636.89,9077.98,7328.22,4295.39,11623.61,20701.59,1227.07,7451.14,8678.21,5700.56,4218.17,9918.73,18596.94,1267.06,7778.29,9045.35,6413.03,3745.11,10158.14,19203.49,1167.52,7034.44,8201.96,6650.83,3964.29,10615.12,18817.08
Banana Latundan,..MIMAROPA REGION,6728.0,6053.86,12781.86,7526.47,5174.86,12701.33,25483.19,5899.82,5796.0,11695.82,7858.37,5510.84,13369.21,25065.03,6142.02,6265.65,12407.67,8217.57,6014.78,14232.35,26640.02,4613.01,3805.9,8418.91,4971.21,4856.39,9827.6,18246.51,4534.27,3358.92,7893.19,4536.15,5110.18,9646.33,17539.52,4722.8,3521.66,8244.46,5497.32,5493.49,10990.81,19235.27,4748.77,3352.96,8101.73,6079.83,5600.76,11680.59,19782.32,3701.76,1981.2,5682.96,2602.1,2796.03,5398.13,11081.09,4600.0,2003.3,6603.3,5198.78,2687.17,7885.95,14489.25,3228.72,1653.77,4882.49,8977.79,1817.64,10795.43,15677.92,3246.44,2408.48,5654.92,8755.26,1968.8,10724.06,16378.98
Banana Latundan,..REGION V (BICOL REGION),3569.69,3502.7,7072.39,6663.81,3363.75,10027.56,17099.95,3636.97,3617.5,7254.47,5108.61,2942.4,8051.01,15305.48,3196.39,3599.14,6795.53,5753.19,3134.87,8888.06,15683.59,3171.78,3460.09,6631.87,5865.3,3267.14,9132.45,15764.32,2657.28,3178.54,5835.82,5689.28,3370.2,9059.48,14895.3,2733.86,3505.54,6239.4,6370.57,3606.69,9977.26,16216.66,2705.4,3267.68,5973.08,6261.43,3465.19,9726.62,15699.7,2064.34,2686.47,4750.81,5606.96,2762.29,8369.25,13120.06,1199.46,2385.04,3584.5,4594.12,3447.32,8041.44,11625.94,1488.44,2810.68,4299.12,6438.3,3369.0,9807.3,14106.42,1298.69,3190.12,4488.81,5756.79,3147.38,8904.17,13392.98
Banana Latundan,..REGION VI (WESTERN VISAYAS),16031.43,12105.29,28136.72,8227.87,13906.45,22134.32,50271.04,10884.84,8321.74,19206.58,7799.98,14196.51,21996.49,41203.07,11888.02,9194.03,21082.05,7862.85,14491.28,22354.13,43436.18,11005.16,8978.02,19983.18,7941.64,14884.86,22826.5,42809.68,11243.26,9234.0,20477.26,8244.03,15583.49,23827.52,44304.78,11480.75,8816.91,20297.66,8655.89,16039.96,24695.85,44993.51,10615.19,8480.02,19095.21,8697.19,16518.66,25215.85,44311.06,9605.51,7810.67,17416.18,8489.49,16999.26,25488.75,42904.93,10410.03,8283.77,18693.8,9006.63,17141.54,26148.17,44841.98,10183.22,8146.02,18329.24,8899.54,15783.54,24683.08,43012.32,9798.68,8718.47,18517.15,9173.89,16184.21,25358.1,43875.25
Banana Latundan,..REGION VII (CENTRAL VISAYAS),12200.58,8256.62,20457.2,5025.18,8174.93,13200.11,33657.31,11841.32,8247.02,20088.34,5155.63,9575.05,14730.68,34819.02,12128.05,8034.8,20162.85,5416.24,10009.06,15425.3,35588.15,12248.29,6066.08,18314.37,5011.66,11339.75,16351.41,34665.78,12791.76,6509.68,19301.44,5602.58,11697.13,17299.71,36601.15,12933.5,6535.94,19469.44,5819.67,12326.17,18145.84,37615.28,13264.65,5816.45,19081.1,5207.68,11792.63,17000.31,36081.41,15165.22,5680.41,20845.63,5470.37,12762.68,18233.05,39078.68,16891.84,6028.69,22920.53,5778.35,13475.61,19253.96,42174.49,8008.31,4386.47,12394.78,5299.7,13244.05,18543.75,30938.53,11970.85,6222.04,18192.89,6181.11,13638.13,19819.24,38012.13
Banana Latundan,..REGION VIII (EASTERN VISAYAS),7159.46,9067.4,16226.86,8709.4,5457.28,14166.68,30393.54,4952.63,6906.82,11859.45,6781.09,5188.66,11969.75,23829.2,5108.37,6850.75,11959.12,7137.01,5449.33,12586.34,24545.46,5219.87,6386.98,11606.85,7263.61,5829.76,13093.37,24700.22,5333.57,6565.19,11898.76,7448.86,5910.1,13358.96,25257.72,5110.76,6571.06,11681.82,7657.08,5939.87,13596.95,25278.77,5287.27,6316.92,11604.19,7457.62,5794.04,13251.66,24855.84,4577.01,5942.03,10519.05,6878.22,5846.54,12724.76,23243.81,4903.21,6034.44,10937.65,7171.12,5679.85,12850.98,23788.63,3791.26,4900.09,8691.36,6107.19,5320.94,11428.13,20119.49,4308.6,5480.85,9789.45,6592.18,5574.63,12166.8,21956.25
Banana Latundan,..REGION IX (ZAMBOANGA PENINSULA),5331.85,7247.27,12579.13,8974.1,14614.6,23588.7,36167.83,5447.92,8212.51,13660.43,9323.33,14910.13,24233.46,37893.89,5647.71,8204.06,13851.77,9670.33,14812.53,24482.87,38334.63,5011.51,7299.13,12310.64,9123.84,14430.83,23554.67,35865.31,5144.42,8065.0,13209.42,9544.04,13634.81,23178.85,36388.27,4943.75,8535.16,13478.91,9536.66,13411.57,22948.23,36427.14,4551.63,8014.37,12566.0,9390.54,13600.28,22990.82,35556.83,4339.07,8011.92,12350.99,9206.24,13798.48,23004.72,35355.71,4394.15,8818.92,13213.07,9381.22,14062.1,23443.32,36656.39,4626.34,9188.85,13815.19,9587.88,14696.26,24284.14,38099.33,4125.33,9809.92,13935.25,11718.51,13547.67,25266.18,39201.43
Banana Latundan,..REGION X (NORTHERN MINDANAO),30768.1,24160.58,54928.68,33577.62,39101.29,72678.91,127607.59,34861.78,26933.52,61795.3,35225.69,39138.13,74363.82,136159.12,34958.65,24931.37,59890.02,35685.91,38498.55,74184.46,134074.48,33858.16,23519.78,57377.94,35359.19,38737.21,74096.4,131474.34,35251.83,24368.69,59620.52,36832.1,38822.96,75655.06,135275.58,34819.48,24140.27,58959.75,36311.78,38704.4,75016.18,133975.93,33947.36,21859.04,55806.4,36223.7,35320.67,71544.37,127350.77,31825.38,21675.78,53501.16,36966.81,35714.34,72681.15,126182.31,32013.34,22055.62,54068.96,36451.11,35178.24,71629.35,125698.31,31839.63,21883.13,53722.76,35285.61,35060.05,70345.66,124068.42,31541.95,20971.63,52513.58,33257.11,30550.31,63807.42,116321.0
Banana Latundan,..REGION XI (DAVAO REGION),13143.84,14258.17,27402.01,18064.04,18463.9,36527.94,63929.95,13787.48,15056.08,28843.56,19021.39,19521.11,38542.5,67386.06,14452.36,15294.6,29746.96,19566.98,19851.14,39418.12,69165.08,14461.9,15097.85,29559.75,19545.39,20146.15,39691.54,69251.29,14789.48,15345.5,30134.98,19945.19,21470.35,41415.54,71550.52,15119.16,17616.53,32735.69,20277.87,23453.15,43731.02,76466.71,14846.31,14861.54,29707.85,20190.58,23864.65,44055.23,73763.08,16304.84,16943.86,33248.71,22429.12,25877.86,48306.98,81555.68,17106.62,17585.12,34691.74,23073.47,26008.8,49082.27,83774.01,18029.68,17000.09,35029.77,22960.49,25563.94,48524.43,83554.2,16919.8,17782.18,34701.98,23110.14,24949.14,48059.29,82761.26
Banana Latundan,..REGION XII (SOCCSKSARGEN),15688.3,11731.96,27420.26,15624.81,15087.01,30711.82,58132.08,16751.8,12232.09,28983.89,15998.93,15552.86,31551.79,60535.68,16838.63,11569.8,28408.43,15999.39,15785.63,31785.02,60193.45,15850.29,8159.37,24009.66,14756.75,16898.16,31654.91,55664.57,16504.08,9184.34,25688.42,15481.82,17299.47,32781.29,58469.71,16963.14,9508.02,26471.16,16222.89,17765.38,33988.27,60459.44,16256.28,8814.46,25070.74,15758.52,16968.56,32727.08,57797.82,15428.46,8543.57,23972.03,14642.45,17986.72,32629.17,56601.2,14486.32,8193.39,22679.72,14769.95,17629.67,32399.62,55079.33,14570.24,7928.92,22499.16,13178.55,17631.0,30809.55,53308.71,14250.07,8054.14,22304.21,13395.27,17084.54,30479.81,52784.02
Banana Latundan,..REGION XIII (CARAGA),8612.53,10039.3,18651.83,10341.27,9292.5,19633.77,38285.6,8142.81,10646.66,18789.47,11765.37,10986.04,22751.41,41540.88,8627.92,11228.38,19856.3,11814.68,10656.49,22471.17,42327.47,10094.11,12049.84,22143.95,12983.62,10927.82,23911.44,46055.39,10474.28,13317.9,23792.19,13980.28,12380.82,26361.1,50153.28,9874.36,13014.29,22888.65,13149.45,10825.9,23975.35,46864.0,9812.83,12281.83,22094.66,12520.51,11066.08,23586.59,45681.26,9880.23,13765.36,23645.59,13259.53,11106.36,24365.89,48011.48,9920.88,14285.19,24206.07,13262.84,11938.48,25201.32,49407.39,8489.42,13310.84,21800.26,13992.1,11472.5,25464.6,47264.86,8462.08,11197.17,19659.25,12991.35,11917.52,24908.87,44568.12
Banana Latundan,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),5439.78,6593.4,12033.18,5181.6,3546.3,8727.9,20761.08,5537.18,6946.1,12483.28,5304.46,3722.5,9026.96,21510.24,5719.63,6655.99,12375.62,5209.38,3882.0,9091.38,21467.0,5677.0,6493.16,12170.16,5189.22,3886.74,9075.96,21246.12,5687.65,6640.81,12328.46,5232.65,4068.15,9300.8,21629.26,5708.32,7002.25,12710.57,5336.46,4093.0,9429.46,22140.03,5709.45,7084.12,12793.57,5266.03,4107.32,9373.35,22166.92,5816.9,7157.98,12974.88,5255.87,4130.67,9386.54,22361.42,5934.26,7298.17,13232.43,5314.19,4158.16,9472.35,22704.78,5996.16,7384.37,13380.53,5371.65,4160.11,9531.76,22912.29,5955.87,7013.43,12969.3,7028.1,4187.79,11215.89,24185.19
Banana Saba,PHILIPPINES,585884.14,712152.4,1298036.53,660479.62,598592.73,1259072.35,2557108.89,554807.81,712147.36,1266955.16,672045.4,628494.39,1300539.79,2567494.95,581826.72,707633.66,1289460.39,701233.59,636435.12,1337668.71,2627129.1,538108.2,638442.29,1176550.49,653861.77,643786.86,1297648.63,2474199.11,535106.89,642895.66,1178002.55,667723.52,674284.2,1342007.73,2520010.28,549663.88,685020.2,1234684.08,689647.48,668769.87,1358417.36,2593101.44,528676.48,628490.77,1157167.25,678396.06,677242.31,1355638.37,2512805.62,519829.75,630138.49,1149968.24,671217.48,683596.44,1354813.92,2504782.16,532957.23,636035.48,1168992.7,674320.8,700238.82,1374559.61,2543552.32,505222.51,638536.0,1143758.52,690825.48,687725.6,1378551.08,2522309.6,520514.52,660998.98,1181513.5,685195.62,687894.28,1373089.89,2554603.39
Banana Saba,..CORDILLERA ADMINISTRATIVE REGION (CAR),1944.49,2955.06,4899.55,2335.56,2317.7,4653.26,9552.81,1633.97,2942.94,4576.91,2568.54,1768.3,4336.84,8913.75,1954.5,3150.42,5104.93,2481.85,1627.96,4109.81,9214.74,1931.22,3171.87,5103.09,2710.7,1030.54,3741.24,8844.33,1687.29,2061.44,3748.73,2698.9,1110.33,3809.23,7557.96,1805.38,2204.81,4010.19,2642.3,918.44,3560.74,7570.93,1533.6,1919.56,3453.15,2574.05,966.08,3540.13,6993.28,1693.89,2001.42,3695.31,2931.76,966.44,3898.2,7593.51,1712.41,2110.89,3823.3,3077.94,1012.6,4090.54,7913.84,1820.97,2378.78,4199.75,3216.37,1037.06,4253.43,8453.18,1786.57,2366.52,4153.09,2688.04,953.31,3641.34,7794.43
